NMFS_DNA_ID,BOX_ID,BOX_POSITION,PLATE,PLATE_POS,Sort,SAMPLE_ID,ANALYSIS_ID,BATCH_ID,PROJECT_NAME,GENUS,SPECIES,LENGTH,WEIGHT,SEX,AGE,REPORTED_LIFE_STAGE,PHENOTYPE,HATCHERY_MARK,TAG_NUMBER,COLLECTION_DATE,ESTIMATED_DATE,PICKER,PICK_DATE,LEFTOVER_SAMPLE,SAMPLE_COMMENTS,NMFS_DNA_ID,STATE_F,COUNTY_F,WATERSHED,TRIB_1,TRIB_2,WATER_NAME,REACH_SITE,LATITUDE_F,LONGITUDE_F,HATCHERY,STRAIN,LOCATION_COMMENTS_F
T074350,T778,2H,TWJ,2H,86,10IR0016,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,715,,Male,,Adult,Spring,Ad,3D9.1C2C6BA58F,9/15/10,,,,,Mid_and_Upper_Columbia_R_sp; Cle Elum spawning channel  Adults 2010  ,T074350,Washington,Kittitas,Columbia River,,,Columbia River,mid-Columbia River,Cle Elum Supplementation & Research Facility ,,,,"WA  midColumbia R, WRIA 39, Cle Elum Supplementation & Research Facility "
T074351,T778,3A,TWJ,3A,3,10IR0017,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,750,,Male,,Adult,Spring,Ad,3D9.1BF1FD1C75,9/15/10,,,,,Mid_and_Upper_Columbia_R_sp; Cle Elum spawning channel  Adults 2010  ,T074351,Washington,Kittitas,Columbia River,,,Columbia River,mid-Columbia River,Cle Elum Supplementation & Research Facility ,,,,"WA  midColumbia R, WRIA 39, Cle Elum Supplementation & Research Facility "
T074352,T778,3B,TWJ,3B,15,10IR0018,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,741,,Female,,Adult,Spring,Ad,3D9.1BF1FCAE71,9/15/10,,,,,Mid_and_Upper_Columbia_R_sp; Cle Elum spawning channel  Adults 2010  ,T074352,Washington,Kittitas,Columbia River,,,Columbia River,mid-Columbia River,Cle Elum Supplementation & Research Facility ,,,,"WA  midColumbia R, WRIA 39, Cle Elum Supplementation & Research Facility "
T074353,T778,3C,TWJ,3C,27,10IR0019,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,712,,Female,,Adult,Spring,Ad,3D9.1C2C688E01,9/15/10,,,,,Mid_and_Upper_Columbia_R_sp; Cle Elum spawning channel  Adults 2010  ,T074353,Washington,Kittitas,Columbia River,,,Columbia River,mid-Columbia River,Cle Elum Supplementation & Research Facility ,,,,"WA  midColumbia R, WRIA 39, Cle Elum Supplementation & Research Facility "
T074354,T778,3D,TWJ,3D,39,10IR0020,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,739,,Male,,Adult,Spring,Ad,3D9.1748D0DCE7,9/15/10,,,,,Mid_and_Upper_Columbia_R_sp; Cle Elum spawning channel  Adults 2010  ,T074354,Washington,Kittitas,Columbia River,,,Columbia River,mid-Columbia River,Cle Elum Supplementation & Research Facility ,,,,"WA  midColumbia R, WRIA 39, Cle Elum Supplementation & Research Facility "
T074355,T778,3E,TWJ,3E,51,10IR0021,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,741,,Female,,Adult,Spring,Ad,3D9.1748DBFF7B,9/15/10,,,,,Mid_and_Upper_Columbia_R_sp; Cle Elum spawning channel  Adults 2010  ,T074355,Washington,Kittitas,Columbia River,,,Columbia River,mid-Columbia River,Cle Elum Supplementation & Research Facility ,,,,"WA  midColumbia R, WRIA 39, Cle Elum Supplementation & Research Facility "
T074356,T778,3F,TWJ,3F,63,10IR0022,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,756,,Male,,Adult,Spring,Ad,3D9.1748D0DC2B,9/15/10,,,,,Mid_and_Upper_Columbia_R_sp; Cle Elum spawning channel  Adults 2010  ,T074356,Washington,Kittitas,Columbia River,,,Columbia River,mid-Columbia River,Cle Elum Supplementation & Research Facility ,,,,"WA  midColumbia R, WRIA 39, Cle Elum Supplementation & Research Facility "
T074357,T778,3G,TWJ,3G,75,10IR0023,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,735,,Male,,Adult,Spring,Ad,3D9.1BF1FC91EF,9/15/10,,,,,Mid_and_Upper_Columbia_R_sp; Cle Elum spawning channel  Adults 2010  ,T074357,Washington,Kittitas,Columbia River,,,Columbia River,mid-Columbia River,Cle Elum Supplementation & Research Facility ,,,,"WA  midColumbia R, WRIA 39, Cle Elum Supplementation & Research Facility "
T074358,T778,3H,TWJ,3H,87,10IR0024,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,720,,Female,,Adult,Spring,Ad,3D9.1C2C6CB5C7,9/15/10,,,,,Mid_and_Upper_Columbia_R_sp; Cle Elum spawning channel  Adults 2010  ,T074358,Washington,Kittitas,Columbia River,,,Columbia River,mid-Columbia River,Cle Elum Supplementation & Research Facility ,,,,"WA  midColumbia R, WRIA 39, Cle Elum Supplementation & Research Facility "
T074359,T778,4A,TWJ,4A,4,10IR0025,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,751,,Female,,Adult,Spring,Ad,3D9.1BF1FD1EF2,9/15/10,,,,,Mid_and_Upper_Columbia_R_sp; Cle Elum spawning channel  Adults 2010  ,T074359,Washington,Kittitas,Columbia River,,,Columbia River,mid-Columbia River,Cle Elum Supplementation & Research Facility ,,,,"WA  midColumbia R, WRIA 39, Cle Elum Supplementation & Research Facility "
T074360,T778,4B,TWJ,4B,16,10IR0026,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,680,,Male,,Adult,Spring,Ad,3D9.1C2C6BFE0B,9/15/10,,,,,Mid_and_Upper_Columbia_R_sp; Cle Elum spawning channel  Adults 2010  ,T074360,Washington,Kittitas,Columbia River,,,Columbia River,mid-Columbia River,Cle Elum Supplementation & Research Facility ,,,,"WA  midColumbia R, WRIA 39, Cle Elum Supplementation & Research Facility "
T074361,T778,4C,TWJ,4C,28,10IR0027,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,825,,Female,,Adult,Spring,Ad,3D9.1BF1FD0EF2,9/15/10,,,,,Mid_and_Upper_Columbia_R_sp; Cle Elum spawning channel  Adults 2010  ,T074361,Washington,Kittitas,Columbia River,,,Columbia River,mid-Columbia River,Cle Elum Supplementation & Research Facility ,,,,"WA  midColumbia R, WRIA 39, Cle Elum Supplementation & Research Facility "
T074362,T778,4D,TWJ,4D,40,10IR0038,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,745,,Male,,Adult,Spring,Ad,3D9.1C2C6CA3C0,9/15/10,,,,,Mid_and_Upper_Columbia_R_sp; Cle Elum spawning channel  Adults 2010  ,T074362,Washington,Kittitas,Columbia River,,,Columbia River,mid-Columbia River,Cle Elum Supplementation & Research Facility ,,,,"WA  midColumbia R, WRIA 39, Cle Elum Supplementation & Research Facility "
T074363,T778,4E,TWJ,4E,52,10IR0043,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,740,,Female,,Adult,Spring,Ad,3D9.1C2C6CB648,9/15/10,,,,,Mid_and_Upper_Columbia_R_sp; Cle Elum spawning channel  Adults 2010  ,T074363,Washington,Kittitas,Columbia River,,,Columbia River,mid-Columbia River,Cle Elum Supplementation & Research Facility ,,,,"WA  midColumbia R, WRIA 39, Cle Elum Supplementation & Research Facility "
T074364,T778,4F,TWJ,4F,64,10IR0054,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,760,,Female,,Adult,Spring,Ad,3D9.1BF1FD151E,9/15/10,,,,,Mid_and_Upper_Columbia_R_sp; Cle Elum spawning channel  Adults 2010  ,T074364,Washington,Kittitas,Columbia River,,,Columbia River,mid-Columbia River,Cle Elum Supplementation & Research Facility ,,,,"WA  midColumbia R, WRIA 39, Cle Elum Supplementation & Research Facility "
T074365,T778,4G,TWJ,4G,76,10IR0055,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,785,,Male,,Adult,Spring,Ad,3D9.1C2C68867B,9/15/10,,,,,Mid_and_Upper_Columbia_R_sp; Cle Elum spawning channel  Adults 2010  ,T074365,Washington,Kittitas,Columbia River,,,Columbia River,mid-Columbia River,Cle Elum Supplementation & Research Facility ,,,,"WA  midColumbia R, WRIA 39, Cle Elum Supplementation & Research Facility "
T074366,T778,4H,TWJ,4H,88,10IR0056,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,665,,Male,,Adult,Spring,Ad,3D9.1748D13145,9/15/10,,,,,Mid_and_Upper_Columbia_R_sp; Cle Elum spawning channel  Adults 2010  ,T074366,Washington,Kittitas,Columbia River,,,Columbia River,mid-Columbia River,Cle Elum Supplementation & Research Facility ,,,,"WA  midColumbia R, WRIA 39, Cle Elum Supplementation & Research Facility "
T074367,T778,5A,TWJ,5A,5,10IR0057,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,730,,Female,,Adult,Spring,Ad,3D9.1C2C6BA3F0,9/15/10,,,,,Mid_and_Upper_Columbia_R_sp; Cle Elum spawning channel  Adults 2010  ,T074367,Washington,Kittitas,Columbia River,,,Columbia River,mid-Columbia River,Cle Elum Supplementation & Research Facility ,,,,"WA  midColumbia R, WRIA 39, Cle Elum Supplementation & Research Facility "
T074368,T778,5B,TWJ,5B,17,10IR0058,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,650,,Male,,Adult,Spring,Ad,3D9.1748D0A070,9/15/10,,,,,Mid_and_Upper_Columbia_R_sp; Cle Elum spawning channel  Adults 2010  ,T074368,Washington,Kittitas,Columbia River,,,Columbia River,mid-Columbia River,Cle Elum Supplementation & Research Facility ,,,,"WA  midColumbia R, WRIA 39, Cle Elum Supplementation & Research Facility "
T074369,T778,5C,TWJ,5C,29,10IR0059,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,744,,Male,,Adult,Spring,Ad,3D9.1748D12EDF,9/15/10,,,,,Mid_and_Upper_Columbia_R_sp; Cle Elum spawning channel  Adults 2010  ,T074369,Washington,Kittitas,Columbia River,,,Columbia River,mid-Columbia River,Cle Elum Supplementation & Research Facility ,,,,"WA  midColumbia R, WRIA 39, Cle Elum Supplementation & Research Facility "
T074370,T778,5D,TWJ,5D,41,10IR0060,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,740,,Female,,Adult,Spring,Ad,3D9.1BF1FD19A7,9/15/10,,,,,Mid_and_Upper_Columbia_R_sp; Cle Elum spawning channel  Adults 2010  ,T074370,Washington,Kittitas,Columbia River,,,Columbia River,mid-Columbia River,Cle Elum Supplementation & Research Facility ,,,,"WA  midColumbia R, WRIA 39, Cle Elum Supplementation & Research Facility "
T074371,T778,5E,TWJ,5E,53,10IR0061,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,700,,Female,,Adult,Spring,Ad,3D9.1BF1FD2557,9/15/10,,,,,Mid_and_Upper_Columbia_R_sp; Cle Elum spawning channel  Adults 2010  ,T074371,Washington,Kittitas,Columbia River,,,Columbia River,mid-Columbia River,Cle Elum Supplementation & Research Facility ,,,,"WA  midColumbia R, WRIA 39, Cle Elum Supplementation & Research Facility "
T074372,T778,5F,TWJ,5F,65,10IR0062,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,833,,Male,,Adult,Spring,Ad,3D9.1BF1FD1453,9/15/10,,,,,Mid_and_Upper_Columbia_R_sp; Cle Elum spawning channel  Adults 2010  ,T074372,Washington,Kittitas,Columbia River,,,Columbia River,mid-Columbia River,Cle Elum Supplementation & Research Facility ,,,,"WA  midColumbia R, WRIA 39, Cle Elum Supplementation & Research Facility "
T074373,T778,5G,TWJ,5G,77,10IR0063,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,787,,Female,,Adult,Spring,Ad,3D9.1C2C6BA3EA,9/15/10,,,,,Mid_and_Upper_Columbia_R_sp; Cle Elum spawning channel  Adults 2010  ,T074373,Washington,Kittitas,Columbia River,,,Columbia River,mid-Columbia River,Cle Elum Supplementation & Research Facility ,,,,"WA  midColumbia R, WRIA 39, Cle Elum Supplementation & Research Facility "
T074374,T778,5H,TWJ,5H,89,10IR0064,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,710,,Male,,Adult,Spring,Ad,3D9.1BF1FD174D,9/15/10,,,,,Mid_and_Upper_Columbia_R_sp; Cle Elum spawning channel  Adults 2010  ,T074374,Washington,Kittitas,Columbia River,,,Columbia River,mid-Columbia River,Cle Elum Supplementation & Research Facility ,,,,"WA  midColumbia R, WRIA 39, Cle Elum Supplementation & Research Facility "
T074375,T778,6A,TWJ,6A,6,10IR0065,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,754,,Male,,Adult,Spring,Ad,3D9.1C2C688C66,9/15/10,,,,,Mid_and_Upper_Columbia_R_sp; Cle Elum spawning channel  Adults 2010  ,T074375,Washington,Kittitas,Columbia River,,,Columbia River,mid-Columbia River,Cle Elum Supplementation & Research Facility ,,,,"WA  midColumbia R, WRIA 39, Cle Elum Supplementation & Research Facility "
T074376,T778,6B,TWJ,6B,18,10IR0066,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,732,,Female,,Adult,Spring,Ad,3D9.1BF1FD12A7,9/15/10,,,,,Mid_and_Upper_Columbia_R_sp; Cle Elum spawning channel  Adults 2010  ,T074376,Washington,Kittitas,Columbia River,,,Columbia River,mid-Columbia River,Cle Elum Supplementation & Research Facility ,,,,"WA  midColumbia R, WRIA 39, Cle Elum Supplementation & Research Facility "
T074377,T778,6C,TWJ,6C,30,10IR0067,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,710,,Female,,Adult,Spring,Ad,3D9.1C2C692081,9/15/10,,,,,Mid_and_Upper_Columbia_R_sp; Cle Elum spawning channel  Adults 2010  ,T074377,Washington,Kittitas,Columbia River,,,Columbia River,mid-Columbia River,Cle Elum Supplementation & Research Facility ,,,,"WA  midColumbia R, WRIA 39, Cle Elum Supplementation & Research Facility "
T074378,T778,6D,TWJ,6D,42,10IR0068,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,680,,Female,,Adult,Spring,Ad,3D9.1BF1FD143C,9/15/10,,,,,Mid_and_Upper_Columbia_R_sp; Cle Elum spawning channel  Adults 2010  ,T074378,Washington,Kittitas,Columbia River,,,Columbia River,mid-Columbia River,Cle Elum Supplementation & Research Facility ,,,,"WA  midColumbia R, WRIA 39, Cle Elum Supplementation & Research Facility "
T074379,T778,6E,TWJ,6E,54,10IR0069,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,755,,Female,,Adult,Spring,Ad,3D9.1BF1FD0E39,9/15/10,,,,,Mid_and_Upper_Columbia_R_sp; Cle Elum spawning channel  Adults 2010  ,T074379,Washington,Kittitas,Columbia River,,,Columbia River,mid-Columbia River,Cle Elum Supplementation & Research Facility ,,,,"WA  midColumbia R, WRIA 39, Cle Elum Supplementation & Research Facility "
T074380,T778,6F,TWJ,6F,66,10IR0070,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,699,,Male,,Adult,Spring,Ad,3D9.1C2C690A99,9/15/10,,,,,Mid_and_Upper_Columbia_R_sp; Cle Elum spawning channel  Adults 2010  ,T074380,Washington,Kittitas,Columbia River,,,Columbia River,mid-Columbia River,Cle Elum Supplementation & Research Facility ,,,,"WA  midColumbia R, WRIA 39, Cle Elum Supplementation & Research Facility "
T074381,T778,6G,TWJ,6G,78,10IR0071,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,710,,Male,,Adult,Spring,Ad,3D9.1C2C6CB15E,9/15/10,,,,,Mid_and_Upper_Columbia_R_sp; Cle Elum spawning channel  Adults 2010  ,T074381,Washington,Kittitas,Columbia River,,,Columbia River,mid-Columbia River,Cle Elum Supplementation & Research Facility ,,,,"WA  midColumbia R, WRIA 39, Cle Elum Supplementation & Research Facility "
T074382,T778,6H,TWJ,6H,90,10IR0072,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,732,,Male,,Adult,Spring,Ad,3D9.1C2C6C0413,9/15/10,,,,,Mid_and_Upper_Columbia_R_sp; Cle Elum spawning channel  Adults 2010  ,T074382,Washington,Kittitas,Columbia River,,,Columbia River,mid-Columbia River,Cle Elum Supplementation & Research Facility ,,,,"WA  midColumbia R, WRIA 39, Cle Elum Supplementation & Research Facility "
T074383,T778,7A,TWJ,7A,7,08HY0001,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,860,,Female,,Adult,Summer,Ad,,10/1/08,,,,,U_Columbia_R_su/fa;Columbia River @ Wells Hatchery,T074383,Washington,Douglas,Columbia River,,,Columbia River,mid-Columbia River,Wells Hatchery,,,," WA  midColumbia R, WRIA 47, Wells Hatchery "
T074384,T778,7B,TWJ,7B,19,08HY0002,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,1010,,Male,,Adult,Summer,Ad,,10/8/08,,,,,U_Columbia_R_su/fa;Columbia River @ Wells Hatchery,T074384,Washington,Douglas,Columbia River,,,Columbia River,mid-Columbia River,Wells Hatchery,,,," WA  midColumbia R, WRIA 47, Wells Hatchery "
T074385,T778,7C,TWJ,7C,31,08HY0003,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,740,,Male,,Adult,Summer,Ad,,10/8/08,,,,,U_Columbia_R_su/fa;Columbia River @ Wells Hatchery,T074385,Washington,Douglas,Columbia River,,,Columbia River,mid-Columbia River,Wells Hatchery,,,," WA  midColumbia R, WRIA 47, Wells Hatchery "
T074386,T778,7D,TWJ,7D,43,08HY0006,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,790,,Male,,Adult,Summer,Ad,,10/8/08,,,,,U_Columbia_R_su/fa;Columbia River @ Wells Hatchery,T074386,Washington,Douglas,Columbia River,,,Columbia River,mid-Columbia River,Wells Hatchery,,,," WA  midColumbia R, WRIA 47, Wells Hatchery "
T074387,T778,7E,TWJ,7E,55,08HY0007,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,930,,Female,,Adult,Summer,Ad,,10/8/08,,,,,U_Columbia_R_su/fa;Columbia River @ Wells Hatchery,T074387,Washington,Douglas,Columbia River,,,Columbia River,mid-Columbia River,Wells Hatchery,,,," WA  midColumbia R, WRIA 47, Wells Hatchery "
T074388,T778,7F,TWJ,7F,67,08HY0008,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,930,,Female,,Adult,Summer,Ad,,10/8/08,,,,,U_Columbia_R_su/fa;Columbia River @ Wells Hatchery,T074388,Washington,Douglas,Columbia River,,,Columbia River,mid-Columbia River,Wells Hatchery,,,," WA  midColumbia R, WRIA 47, Wells Hatchery "
T074389,T778,7G,TWJ,7G,79,08HY0009,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,990,,Female,,Adult,Summer,Ad,,10/8/08,,,,,U_Columbia_R_su/fa;Columbia River @ Wells Hatchery,T074389,Washington,Douglas,Columbia River,,,Columbia River,mid-Columbia River,Wells Hatchery,,,," WA  midColumbia R, WRIA 47, Wells Hatchery "
T074390,T778,7H,TWJ,7H,91,08HY0010,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,790,,Male,,Adult,Summer,Ad,,10/8/08,,,,,U_Columbia_R_su/fa;Columbia River @ Wells Hatchery,T074390,Washington,Douglas,Columbia River,,,Columbia River,mid-Columbia River,Wells Hatchery,,,," WA  midColumbia R, WRIA 47, Wells Hatchery "
T074391,T778,8A,TWJ,8A,8,08HY0011,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,1020,,Male,,Adult,Summer,Ad,,10/8/08,,,,,U_Columbia_R_su/fa;Columbia River @ Wells Hatchery,T074391,Washington,Douglas,Columbia River,,,Columbia River,mid-Columbia River,Wells Hatchery,,,," WA  midColumbia R, WRIA 47, Wells Hatchery "
T074392,T778,8B,TWJ,8B,20,08HY0017,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,820,,Female,,Adult,Summer,Ad,,10/8/08,,,,,U_Columbia_R_su/fa;Columbia River @ Wells Hatchery,T074392,Washington,Douglas,Columbia River,,,Columbia River,mid-Columbia River,Wells Hatchery,,,," WA  midColumbia R, WRIA 47, Wells Hatchery "
T074393,T778,8C,TWJ,8C,32,08HY0018,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,880,,Female,,Adult,Summer,Ad,,10/8/08,,,,,U_Columbia_R_su/fa;Columbia River @ Wells Hatchery,T074393,Washington,Douglas,Columbia River,,,Columbia River,mid-Columbia River,Wells Hatchery,,,," WA  midColumbia R, WRIA 47, Wells Hatchery "
T074394,T778,8D,TWJ,8D,44,08HY0019,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,690,,Male,,Adult,Summer,Ad,,10/8/08,,,,,U_Columbia_R_su/fa;Columbia River @ Wells Hatchery,T074394,Washington,Douglas,Columbia River,,,Columbia River,mid-Columbia River,Wells Hatchery,,,," WA  midColumbia R, WRIA 47, Wells Hatchery "
T074395,T778,8E,TWJ,8E,56,08HY0021,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,1040,,Female,,Adult,Summer,Ad,,10/15/08,,,,,U_Columbia_R_su/fa;Columbia River @ Wells Hatchery,T074395,Washington,Douglas,Columbia River,,,Columbia River,mid-Columbia River,Wells Hatchery,,,," WA  midColumbia R, WRIA 47, Wells Hatchery "
T074396,T778,8F,TWJ,8F,68,08HY0022,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,900,,Female,,Adult,Summer,Ad,,10/29/08,,,,,U_Columbia_R_su/fa;Columbia River @ Wells Hatchery,T074396,Washington,Douglas,Columbia River,,,Columbia River,mid-Columbia River,Wells Hatchery,,,," WA  midColumbia R, WRIA 47, Wells Hatchery "
T074397,T778,8G,TWJ,8G,80,08HY0024,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,950,,Female,,Adult,Summer,Ad,,10/29/08,,,,,U_Columbia_R_su/fa;Columbia River @ Wells Hatchery,T074397,Washington,Douglas,Columbia River,,,Columbia River,mid-Columbia River,Wells Hatchery,,,," WA  midColumbia R, WRIA 47, Wells Hatchery "
T074398,T778,8H,TWJ,8H,92,08HY0026,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,940,,Female,,Adult,Summer,Ad,,10/15/08,,,,,U_Columbia_R_su/fa;Columbia River @ Wells Hatchery,T074398,Washington,Douglas,Columbia River,,,Columbia River,mid-Columbia River,Wells Hatchery,,,," WA  midColumbia R, WRIA 47, Wells Hatchery "
T074399,T778,9A,TWJ,9A,9,08HY0028,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,850,,Female,,Adult,Summer,Ad,,10/15/08,,,,,U_Columbia_R_su/fa;Columbia River @ Wells Hatchery,T074399,Washington,Douglas,Columbia River,,,Columbia River,mid-Columbia River,Wells Hatchery,,,," WA  midColumbia R, WRIA 47, Wells Hatchery "
T074400,T778,9B,TWJ,9B,21,08HY0031,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,880,,Female,,Adult,Summer,Ad,,10/29/08,,,,,U_Columbia_R_su/fa;Columbia River @ Wells Hatchery,T074400,Washington,Douglas,Columbia River,,,Columbia River,mid-Columbia River,Wells Hatchery,,,," WA  midColumbia R, WRIA 47, Wells Hatchery "
T074401,T778,9C,TWJ,9C,33,08HY0032,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,810,,Female,,Adult,Summer,Ad,,10/15/08,,,,,U_Columbia_R_su/fa;Columbia River @ Wells Hatchery,T074401,Washington,Douglas,Columbia River,,,Columbia River,mid-Columbia River,Wells Hatchery,,,," WA  midColumbia R, WRIA 47, Wells Hatchery "
T074402,T778,9D,TWJ,9D,45,08HY0034,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,920,,Female,,Adult,Summer,Ad,,10/15/08,,,,,U_Columbia_R_su/fa;Columbia River @ Wells Hatchery,T074402,Washington,Douglas,Columbia River,,,Columbia River,mid-Columbia River,Wells Hatchery,,,," WA  midColumbia R, WRIA 47, Wells Hatchery "
T074403,T778,9E,TWJ,9E,57,08HY0035,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,830,,Female,,Adult,Summer,Ad,,10/15/08,,,,,U_Columbia_R_su/fa;Columbia River @ Wells Hatchery,T074403,Washington,Douglas,Columbia River,,,Columbia River,mid-Columbia River,Wells Hatchery,,,," WA  midColumbia R, WRIA 47, Wells Hatchery "
T074404,T778,9F,TWJ,9F,69,08HY0036,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,750,,Male,,Adult,Summer,Ad,,10/15/08,,,,,U_Columbia_R_su/fa;Columbia River @ Wells Hatchery,T074404,Washington,Douglas,Columbia River,,,Columbia River,mid-Columbia River,Wells Hatchery,,,," WA  midColumbia R, WRIA 47, Wells Hatchery "
T074405,T778,9G,TWJ,9G,81,08HY0037,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,820,,Male,,Adult,Summer,Ad,,10/15/08,,,,,U_Columbia_R_su/fa;Columbia River @ Wells Hatchery,T074405,Washington,Douglas,Columbia River,,,Columbia River,mid-Columbia River,Wells Hatchery,,,," WA  midColumbia R, WRIA 47, Wells Hatchery "
T074406,T778,9H,TWJ,9H,93,08HY0038,,3761,PSC FY11 SNP Coordination for PST Fisheries; plate Ots.1602,Oncorhynchus,tshawytscha,780,,Male,,Adult,Summer,Ad,,10/15/08,,,,,U_Columbia_R_su/fa;Columbia River @ Wells Hatchery,T074406,Washington,Douglas,Columbia River,,,Columbia River,mid-Columbia River,Wells Hatchery,,,," WA  midColumbia R, WRIA 47, Wells Hatchery "
